Kraj;Sprzedawca;Data zamowienia;idZamowienia;Utarg
Niemcy;Fuller;09.01.2005;10808;1411.00
Polska;King;07.01.2005;10809;140.00
Niemcy;Fuller;07.01.2005;10810;187.00
Niemcy;Callahan;08.01.2005;10811;852.00
Polska;Kowalski;12.01.2005;10812;1692.80
Niemcy;Davolio;09.01.2005;10813;602.40
Niemcy;Leverling;14.01.2005;10814;1788.45
Niemcy;Fuller;14.01.2005;10815;40.00
Niemcy;Peacock;04.02.2005;10816;8446.45
Niemcy;Leverling;13.01.2005;10817;10952.84
Polska;King;12.01.2005;10818;833.00
Niemcy;Fuller;16.01.2005;10819;477.00
Niemcy;Leverling;13.01.2005;10820;1140.00
Niemcy;Davolio;15.01.2005;10821;678.00
Polska;Sowiński;16.01.2005;10822;237.90
Polska;Kowalski;13.01.2005;10823;2826.00
Niemcy;Callahan;30.01.2005;10824;250.80
Niemcy;Davolio;14.01.2005;10825;1030.76
Polska;Sowiński;06.02.2005;10826;730.00
Niemcy;Davolio;06.02.2005;10827;843.00
Polska;Dudek;04.02.2005;10828;932.00
Polska;Dudek;23.01.2005;10829;1764.00
Niemcy;Peacock;21.01.2005;10830;1974.00
Niemcy;Leverling;23.01.2005;10831;2684.40
Niemcy;Fuller;19.01.2005;10832;475.11
Polska;Sowiński;23.01.2005;10833;906.93
Niemcy;Davolio;19.01.2005;10834;1432.71
Niemcy;Davolio;21.01.2005;10835;845.80
Polska;King;21.01.2005;10836;4705.50
Polska;Dudek;23.01.2005;10837;1064.50
Niemcy;Leverling;23.01.2005;10838;1938.38
Niemcy;Leverling;22.01.2005;10839;827.55
Niemcy;Peacock;16.02.2005;10840;211.20
Polska;Kowalski;29.01.2005;10841;4581.00
Niemcy;Davolio;29.01.2005;10842;975.00
Niemcy;Peacock;26.01.2005;10843;159.00
Niemcy;Callahan;26.01.2005;10844;735.00
Niemcy;Callahan;30.01.2005;10845;3812.70
Niemcy;Fuller;23.01.2005;10846;1112.00
Niemcy;Peacock;10.02.2005;10847;4931.92
Polska;King;29.01.2005;10848;931.50
Polska;Dudek;30.01.2005;10849;967.82
Niemcy;Davolio;30.01.2005;10850;629.00
Polska;Kowalski;02.02.2005;10851;2603.00
Niemcy;Callahan;30.01.2005;10852;2984.00
Polska;Dudek;03.02.2005;10853;625.00
Niemcy;Leverling;05.02.2005;10854;2966.50
Niemcy;Leverling;04.02.2005;10855;2227.89
Niemcy;Leverling;10.02.2005;10856;660.00
Niemcy;Callahan;06.02.2005;10857;2048.22
Niemcy;Fuller;03.02.2005;10858;649.00
Niemcy;Davolio;02.02.2005;10859;1078.69
Niemcy;Leverling;04.02.2005;10860;519.00
Niemcy;Peacock;17.02.2005;10861;3523.40
Niemcy;Callahan;02.02.2005;10862;581.00
Niemcy;Peacock;17.02.2005;10863;441.15
Niemcy;Peacock;09.02.2005;10864;282.00
Niemcy;Fuller;12.02.2005;10865;16387.50
Polska;Kowalski;12.02.2005;10866;1096.20
Polska;Sowiński;11.02.2005;10867;98.40
Polska;King;23.02.2005;10868;1920.60
Polska;Kowalski;09.02.2005;10869;1630.00
Polska;Kowalski;13.02.2005;10870;160.00
Polska;Dudek;10.02.2005;10871;1979.23
Polska;Kowalski;09.02.2005;10872;2058.46
Niemcy;Peacock;09.02.2005;10873;336.80
Polska;Kowalski;11.02.2005;10874;310.00
Niemcy;Peacock;03.03.2005;10875;709.55
Polska;King;12.02.2005;10876;917.00
Niemcy;Davolio;19.02.2005;10877;1955.13
Niemcy;Peacock;12.02.2005;10878;1539.00
Niemcy;Leverling;12.02.2005;10879;611.30
Polska;King;18.02.2005;10880;1500.00
Niemcy;Peacock;18.02.2005;10881;150.00
Niemcy;Peacock;20.02.2005;10882;892.64
Niemcy;Callahan;20.02.2005;10883;36.00
Niemcy;Peacock;13.02.2005;10884;1378.07
Polska;Sowiński;18.02.2005;10885;1209.00
Niemcy;Davolio;02.03.2005;10886;3127.50
Niemcy;Callahan;16.02.2005;10887;70.00
Niemcy;Davolio;23.02.2005;10888;605.00
Polska;Dudek;23.02.2005;10889;11380.00
Polska;King;18.02.2005;10890;860.10
Polska;King;19.02.2005;10891;368.93
Niemcy;Peacock;19.02.2005;10892;2090.00
Polska;Dudek;20.02.2005;10893;5502.11
Niemcy;Davolio;20.02.2005;10894;2753.10
Niemcy;Leverling;23.02.2005;10895;6379.40
Polska;King;27.02.2005;10896;750.50
Niemcy;Leverling;25.02.2005;10897;10835.24
Niemcy;Peacock;06.03.2005;10898;30.00
Polska;Kowalski;26.02.2005;10899;122.40
Niemcy;Davolio;04.03.2005;10900;33.75
Niemcy;Peacock;26.02.2005;10901;934.50
Niemcy;Davolio;03.03.2005;10902;863.43
Niemcy;Leverling;04.03.2005;10903;932.05
Niemcy;Leverling;27.02.2005;10904;1924.25
Polska;Dudek;06.03.2005;10905;342.00
Niemcy;Peacock;03.03.2005;10906;427.50
Polska;Sowiński;27.02.2005;10907;108.50
Niemcy;Peacock;06.03.2005;10908;663.10
Niemcy;Davolio;10.03.2005;10909;670.00
Niemcy;Davolio;04.03.2005;10910;452.90
Niemcy;Leverling;05.03.2005;10911;858.00
Niemcy;Fuller;18.03.2005;10912;6200.55
Niemcy;Peacock;04.03.2005;10913;768.75
Polska;Sowiński;02.03.2005;10914;537.50
Niemcy;Fuller;02.03.2005;10915;539.50
Niemcy;Davolio;09.03.2005;10916;686.70
Niemcy;Peacock;11.03.2005;10917;365.89
Niemcy;Leverling;11.03.2005;10918;1447.50
Niemcy;Fuller;04.03.2005;10919;1122.80
Niemcy;Peacock;09.03.2005;10920;390.00
Niemcy;Davolio;09.03.2005;10921;1936.00
Polska;Kowalski;05.03.2005;10922;742.50
Polska;King;13.03.2005;10923;748.80
Niemcy;Leverling;08.04.2005;10924;1835.70
Niemcy;Leverling;13.03.2005;10925;475.15
Niemcy;Peacock;11.03.2005;10926;514.40
Niemcy;Peacock;08.04.2005;10927;800.00
Niemcy;Davolio;18.03.2005;10928;137.50
Polska;Sowiński;12.03.2005;10929;1174.75
Niemcy;Peacock;18.03.2005;10930;2255.50
Niemcy;Peacock;19.03.2005;10931;799.20
Niemcy;Callahan;24.03.2005;10932;1788.63
Polska;Sowiński;16.03.2005;10933;920.60
Niemcy;Leverling;12.03.2005;10934;500.00
Niemcy;Peacock;18.03.2005;10935;619.50
Niemcy;Leverling;18.03.2005;10936;456.00
Polska;King;13.03.2005;10937;644.80
Niemcy;Leverling;16.03.2005;10938;2731.87
Niemcy;Fuller;13.03.2005;10939;637.50
Niemcy;Callahan;23.03.2005;10940;360.00
Polska;King;20.03.2005;10941;4011.75
Polska;Dudek;18.03.2005;10942;560.00
Niemcy;Peacock;19.03.2005;10943;711.00
Polska;Sowiński;13.03.2005;10944;1025.33
Niemcy;Peacock;18.03.2005;10945;245.00
Niemcy;Davolio;19.03.2005;10946;1407.50
Niemcy;Leverling;16.03.2005;10947;220.00
Niemcy;Leverling;19.03.2005;10948;2362.25
Niemcy;Fuller;17.03.2005;10949;4422.00
Niemcy;Davolio;23.03.2005;10950;110.00
Polska;Dudek;07.04.2005;10951;458.74
Niemcy;Davolio;24.03.2005;10952;471.20
Polska;Dudek;25.03.2005;10953;4441.25
Polska;Kowalski;20.03.2005;10954;1659.53
Niemcy;Callahan;20.03.2005;10955;74.40
Polska;Sowiński;20.03.2005;10956;677.00
Niemcy;Callahan;27.03.2005;10957;1762.70
Polska;King;27.03.2005;10958;781.00
Polska;Sowiński;23.03.2005;10959;131.75
Niemcy;Leverling;08.04.2005;10960;265.35
Niemcy;Callahan;30.03.2005;10961;1119.90
Niemcy;Callahan;23.03.2005;10962;3584.00
Polska;Dudek;26.03.2005;10963;57.80
Niemcy;Leverling;24.03.2005;10964;2052.50
Polska;Sowiński;30.03.2005;10965;848.00
Niemcy;Peacock;08.04.2005;10966;1098.46
Niemcy;Fuller;02.04.2005;10967;910.40
Niemcy;Davolio;01.04.2005;10968;1408.00
Niemcy;Davolio;30.03.2005;10969;108.00
Polska;Dudek;24.04.2005;10970;224.00
Niemcy;Fuller;02.04.2005;10971;1733.06
Niemcy;Peacock;26.03.2005;10972;251.50
Polska;Sowiński;27.03.2005;10973;291.55
Niemcy;Leverling;03.04.2005;10974;439.00
Niemcy;Davolio;27.03.2005;10975;717.50
Niemcy;Davolio;03.04.2005;10976;912.00
Niemcy;Callahan;10.04.2005;10977;2233.00
Polska;Dudek;23.04.2005;10978;1303.19
Niemcy;Callahan;31.03.2005;10979;4813.50
Niemcy;Peacock;17.04.2005;10980;248.00
Niemcy;Davolio;02.04.2005;10981;15810.00
Niemcy;Fuller;08.04.2005;10982;1014.00
Niemcy;Fuller;06.04.2005;10983;720.90
Niemcy;Davolio;03.04.2005;10984;1809.75
Niemcy;Fuller;02.04.2005;10985;2023.38
Niemcy;Callahan;21.04.2005;10986;2220.00
Niemcy;Callahan;06.04.2005;10987;2772.00
Niemcy;Leverling;10.04.2005;10988;3574.80
Niemcy;Fuller;02.04.2005;10989;1353.60
Niemcy;Fuller;07.04.2005;10990;4288.85
Niemcy;Davolio;07.04.2005;10991;2296.00
Niemcy;Davolio;03.04.2005;10992;69.60
Polska;King;10.04.2005;10993;4895.44
Niemcy;Fuller;09.04.2005;10994;940.50
Niemcy;Davolio;06.04.2005;10995;1196.00
Niemcy;Peacock;10.04.2005;10996;560.00
Niemcy;Callahan;13.04.2005;10997;1885.00
Niemcy;Callahan;17.04.2005;10998;686.00
Polska;Sowiński;10.04.2005;10999;1197.95
Niemcy;Fuller;14.04.2005;11000;903.75
Niemcy;Fuller;14.04.2005;11001;2769.00
Niemcy;Peacock;16.04.2005;11002;1811.10
Niemcy;Leverling;08.04.2005;11003;326.00
Niemcy;Leverling;20.04.2005;11004;295.38
Niemcy;Fuller;10.04.2005;11005;586.00
Niemcy;Leverling;15.04.2005;11006;329.69
Niemcy;Callahan;13.04.2005;11007;2633.90
Niemcy;Fuller;10.04.2005;11009;616.50
Niemcy;Fuller;21.04.2005;11010;645.00
Niemcy;Leverling;13.04.2005;11011;933.50
Niemcy;Davolio;17.04.2005;11012;2825.30
Niemcy;Fuller;10.04.2005;11013;361.00
Niemcy;Fuller;15.04.2005;11014;243.18
Niemcy;Fuller;20.04.2005;11015;622.35
Polska;Dudek;13.04.2005;11016;491.50
Polska;Dudek;20.04.2005;11017;6750.00
Niemcy;Peacock;16.04.2005;11018;1575.00
Niemcy;Fuller;16.04.2005;11020;632.40
Niemcy;Leverling;21.04.2005;11021;6306.24
Niemcy;Davolio;24.04.2005;11023;1500.00
Niemcy;Peacock;20.04.2005;11024;1966.81
Polska;Sowiński;24.04.2005;11025;270.00
Niemcy;Peacock;28.04.2005;11026;1030.00
Niemcy;Davolio;20.04.2005;11027;877.72
Niemcy;Fuller;22.04.2005;11028;2160.00
Niemcy;Peacock;27.04.2005;11029;1286.80
Polska;King;27.04.2005;11030;12615.05
Polska;Sowiński;24.04.2005;11031;2393.50
Niemcy;Fuller;23.04.2005;11032;8902.50
Polska;King;23.04.2005;11033;3232.80
Niemcy;Callahan;27.04.2005;11034;539.40
Niemcy;Fuller;24.04.2005;11035;1754.50
Niemcy;Callahan;22.04.2005;11036;1692.00
Polska;King;27.04.2005;11037;60.00
Niemcy;Davolio;30.04.2005;11038;732.60
Niemcy;Leverling;28.04.2005;11041;1773.00
Niemcy;Fuller;01.05.2005;11042;405.75
Polska;Kowalski;29.04.2005;11043;210.00
Niemcy;Peacock;01.05.2005;11044;591.60
Niemcy;Callahan;24.04.2005;11046;1485.80
Polska;King;01.05.2005;11047;817.87
Polska;King;30.04.2005;11048;525.00
Niemcy;Leverling;01.05.2005;11052;1332.00
Niemcy;Fuller;29.04.2005;11053;3055.00
Niemcy;Callahan;01.05.2005;11056;3740.00
Niemcy;Leverling;01.05.2005;11057;45.00
